Departure;Arrival;year;month;AverageFare
ATL;BOS;2011;9;208
ATL;CLT;2011;9;147
ATL;DEN;2011;9;172
ATL;DFW;2011;9;230
ATL;DTW;2011;9;204
ATL;EWR;2011;9;245
ATL;LAX;2011;9;260
ATL;LGA;2011;9;186
ATL;MCO;2011;9;151
ATL;MIA;2011;9;167
ATL;MSP;2011;9;228
ATL;ORD;2011;9;189
ATL;PHL;2011;9;192
ATL;SFO;2011;9;289
BOS;ATL;2011;9;209
BOS;EWR;2011;9;168
BOS;LAX;2011;9;288
BOS;LGA;2011;9;237
BOS;ORD;2011;9;172
BOS;PHL;2011;9;233
BOS;SFO;2011;9;329
CLT;ATL;2011;9;145
CLT;LGA;2011;9;151
DEN;ATL;2011;9;170
DEN;DFW;2011;9;149
DEN;LAS;2011;9;124
DEN;LAX;2011;9;163
DEN;MSP;2011;9;139
DEN;ORD;2011;9;191
DEN;PHX;2011;9;133
DEN;SEA;2011;9;172
DEN;SFO;2011;9;190
DFW;ATL;2011;9;230
DFW;BOS;2011;9;243
DFW;DEN;2011;9;150
DFW;LAS;2011;9;183
DFW;LAX;2011;9;219
DFW;LGA;2011;9;344
DFW;ORD;2011;9;213
DFW;PHL;2011;9;259
DFW;SFO;2011;9;228
DTW;ATL;2011;9;203
DTW;LGA;2011;9;196
DTW;ORD;2011;9;146
EWR;ATL;2011;9;244
EWR;BOS;2011;9;168
EWR;LAX;2011;9;373
EWR;MCO;2011;9;174
EWR;ORD;2011;9;258
EWR;SFO;2011;9;408
IAH;LAX;2011;9;304
IAH;ORD;2011;9;277
JFK;LAS;2011;9;280
JFK;LAX;2011;9;347
JFK;MCO;2011;9;160
JFK;MIA;2011;9;186
JFK;SFO;2011;9;359
LAS;DEN;2011;9;127
LAS;DFW;2011;9;187
LAS;JFK;2011;9;288
LAS;LAX;2011;9;110
LAS;ORD;2011;9;200
LAS;SFO;2011;9;136
LAX;ATL;2011;9;260
LAX;BOS;2011;9;293
LAX;DEN;2011;9;163
LAX;DFW;2011;9;220
LAX;EWR;2011;9;379
LAX;IAH;2011;9;309
LAX;JFK;2011;9;348
LAX;LAS;2011;9;105
LAX;ORD;2011;9;232
LAX;SEA;2011;9;173
LAX;SFO;2011;9;120
LGA;ATL;2011;9;187
LGA;BOS;2011;9;237
LGA;CLT;2011;9;151
LGA;DFW;2011;9;342
LGA;DTW;2011;9;198
LGA;MIA;2011;9;187
LGA;ORD;2011;9;179
MCO;ATL;2011;9;153
MCO;EWR;2011;9;176
MCO;PHL;2011;9;155
MIA;ATL;2011;9;168
MIA;JFK;2011;9;191
MIA;LGA;2011;9;189
MSP;ATL;2011;9;230
MSP;DEN;2011;9;140
MSP;ORD;2011;9;130
ORD;ATL;2011;9;188
ORD;BOS;2011;9;173
ORD;DEN;2011;9;191
ORD;DFW;2011;9;211
ORD;DTW;2011;9;145
ORD;EWR;2011;9;263
ORD;IAH;2011;9;277
ORD;LAS;2011;9;196
ORD;LAX;2011;9;231
ORD;LGA;2011;9;179
ORD;MSP;2011;9;130
ORD;PHL;2011;9;215
ORD;PHX;2011;9;235
ORD;SEA;2011;9;260
ORD;SFO;2011;9;273
PHL;ATL;2011;9;192
PHL;BOS;2011;9;234
PHL;DFW;2011;9;258
PHL;MCO;2011;9;154
PHL;ORD;2011;9;213
PHX;DEN;2011;9;132
PHX;ORD;2011;9;236
SEA;DEN;2011;9;172
SEA;LAX;2011;9;172
SEA;ORD;2011;9;259
SEA;SFO;2011;9;163
SFO;ATL;2011;9;289
SFO;BOS;2011;9;332
SFO;DEN;2011;9;192
SFO;DFW;2011;9;229
SFO;EWR;2011;9;409
SFO;JFK;2011;9;358
SFO;LAS;2011;9;130
SFO;LAX;2011;9;120
SFO;ORD;2011;9;272
SFO;SEA;2011;9;164
ATL;BOS;2011;10;208
ATL;CLT;2011;10;147
ATL;DEN;2011;10;172
ATL;DFW;2011;10;230
ATL;DTW;2011;10;204
ATL;EWR;2011;10;245
ATL;LAX;2011;10;260
ATL;LGA;2011;10;186
ATL;MCO;2011;10;151
ATL;MIA;2011;10;167
ATL;MSP;2011;10;228
ATL;ORD;2011;10;189
ATL;PHL;2011;10;192
ATL;SFO;2011;10;289
BOS;ATL;2011;10;209
BOS;EWR;2011;10;168
BOS;LAX;2011;10;288
BOS;LGA;2011;10;237
BOS;ORD;2011;10;172
BOS;PHL;2011;10;233
BOS;SFO;2011;10;329
CLT;ATL;2011;10;145
CLT;LGA;2011;10;151
DEN;ATL;2011;10;170
DEN;DFW;2011;10;149
DEN;LAS;2011;10;124
DEN;LAX;2011;10;163
DEN;MSP;2011;10;139
DEN;ORD;2011;10;191
DEN;PHX;2011;10;133
DEN;SEA;2011;10;172
DEN;SFO;2011;10;190
DFW;ATL;2011;10;230
DFW;BOS;2011;10;243
DFW;DEN;2011;10;150
DFW;LAS;2011;10;183
DFW;LAX;2011;10;219
DFW;LGA;2011;10;344
DFW;ORD;2011;10;213
DFW;PHL;2011;10;259
DFW;SFO;2011;10;228
DTW;ATL;2011;10;203
DTW;LGA;2011;10;196
DTW;ORD;2011;10;146
EWR;ATL;2011;10;244
EWR;BOS;2011;10;168
EWR;LAX;2011;10;373
EWR;MCO;2011;10;174
EWR;ORD;2011;10;258
EWR;SFO;2011;10;408
IAH;LAX;2011;10;304
IAH;ORD;2011;10;277
JFK;LAS;2011;10;280
JFK;LAX;2011;10;347
JFK;MCO;2011;10;160
JFK;MIA;2011;10;186
JFK;SFO;2011;10;359
LAS;DEN;2011;10;127
LAS;DFW;2011;10;187
LAS;JFK;2011;10;288
LAS;LAX;2011;10;110
LAS;ORD;2011;10;200
LAS;SFO;2011;10;136
LAX;ATL;2011;10;260
LAX;BOS;2011;10;293
LAX;DEN;2011;10;163
LAX;DFW;2011;10;220
LAX;EWR;2011;10;379
LAX;IAH;2011;10;309
LAX;JFK;2011;10;348
LAX;LAS;2011;10;105
LAX;ORD;2011;10;232
LAX;SEA;2011;10;173
LAX;SFO;2011;10;120
LGA;ATL;2011;10;187
LGA;BOS;2011;10;237
LGA;CLT;2011;10;151
LGA;DFW;2011;10;342
LGA;DTW;2011;10;198
LGA;MIA;2011;10;187
LGA;ORD;2011;10;179
MCO;ATL;2011;10;153
MCO;EWR;2011;10;176
MCO;PHL;2011;10;155
MIA;ATL;2011;10;168
MIA;JFK;2011;10;191
MIA;LGA;2011;10;189
MSP;ATL;2011;10;230
MSP;DEN;2011;10;140
MSP;ORD;2011;10;130
ORD;ATL;2011;10;188
ORD;BOS;2011;10;173
ORD;DEN;2011;10;191
ORD;DFW;2011;10;211
ORD;DTW;2011;10;145
ORD;EWR;2011;10;263
ORD;IAH;2011;10;277
ORD;LAS;2011;10;196
ORD;LAX;2011;10;231
ORD;LGA;2011;10;179
ORD;MSP;2011;10;130
ORD;PHL;2011;10;215
ORD;PHX;2011;10;235
ORD;SEA;2011;10;260
ORD;SFO;2011;10;273
PHL;ATL;2011;10;192
PHL;BOS;2011;10;234
PHL;DFW;2011;10;258
PHL;MCO;2011;10;154
PHL;ORD;2011;10;213
PHX;DEN;2011;10;132
PHX;ORD;2011;10;236
SEA;DEN;2011;10;172
SEA;LAX;2011;10;172
SEA;ORD;2011;10;259
SEA;SFO;2011;10;163
SFO;ATL;2011;10;289
SFO;BOS;2011;10;332
SFO;DEN;2011;10;192
SFO;DFW;2011;10;229
SFO;EWR;2011;10;409
SFO;JFK;2011;10;358
SFO;LAS;2011;10;130
SFO;LAX;2011;10;120
SFO;ORD;2011;10;272
SFO;SEA;2011;10;164
ATL;BOS;2011;11;208
ATL;CLT;2011;11;147
ATL;DEN;2011;11;172
ATL;DFW;2011;11;230
ATL;DTW;2011;11;204
ATL;EWR;2011;11;245
ATL;LAX;2011;11;260
ATL;LGA;2011;11;186
ATL;MCO;2011;11;151
ATL;MIA;2011;11;167
ATL;MSP;2011;11;228
ATL;ORD;2011;11;189
ATL;PHL;2011;11;192
ATL;SFO;2011;11;289
BOS;ATL;2011;11;209
BOS;EWR;2011;11;168
BOS;LAX;2011;11;288
BOS;LGA;2011;11;237
BOS;ORD;2011;11;172
BOS;PHL;2011;11;233
BOS;SFO;2011;11;329
CLT;ATL;2011;11;145
CLT;LGA;2011;11;151
DEN;ATL;2011;11;170
DEN;DFW;2011;11;149
DEN;LAS;2011;11;124
DEN;LAX;2011;11;163
DEN;MSP;2011;11;139
DEN;ORD;2011;11;191
DEN;PHX;2011;11;133
DEN;SEA;2011;11;172
DEN;SFO;2011;11;190
DFW;ATL;2011;11;230
DFW;BOS;2011;11;243
DFW;DEN;2011;11;150
DFW;LAS;2011;11;183
DFW;LAX;2011;11;219
DFW;LGA;2011;11;344
DFW;ORD;2011;11;213
DFW;PHL;2011;11;259
DFW;SFO;2011;11;228
DTW;ATL;2011;11;203
DTW;LGA;2011;11;196
DTW;ORD;2011;11;146
EWR;ATL;2011;11;244
EWR;BOS;2011;11;168
EWR;LAX;2011;11;373
EWR;MCO;2011;11;174
EWR;ORD;2011;11;258
EWR;SFO;2011;11;408
IAH;LAX;2011;11;304
IAH;ORD;2011;11;277
JFK;LAS;2011;11;280
JFK;LAX;2011;11;347
JFK;MCO;2011;11;160
JFK;MIA;2011;11;186
JFK;SFO;2011;11;359
LAS;DEN;2011;11;127
LAS;DFW;2011;11;187
LAS;JFK;2011;11;288
LAS;LAX;2011;11;110
LAS;ORD;2011;11;200
LAS;SFO;2011;11;136
LAX;ATL;2011;11;260
LAX;BOS;2011;11;293
LAX;DEN;2011;11;163
LAX;DFW;2011;11;220
LAX;EWR;2011;11;379
LAX;IAH;2011;11;309
LAX;JFK;2011;11;348
LAX;LAS;2011;11;105
LAX;ORD;2011;11;232
LAX;SEA;2011;11;173
LAX;SFO;2011;11;120
LGA;ATL;2011;11;187
LGA;BOS;2011;11;237
LGA;CLT;2011;11;151
LGA;DFW;2011;11;342
LGA;DTW;2011;11;198
LGA;MIA;2011;11;187
LGA;ORD;2011;11;179
MCO;ATL;2011;11;153
MCO;EWR;2011;11;176
MCO;PHL;2011;11;155
MIA;ATL;2011;11;168
MIA;JFK;2011;11;191
MIA;LGA;2011;11;189
MSP;ATL;2011;11;230
MSP;DEN;2011;11;140
MSP;ORD;2011;11;130
ORD;ATL;2011;11;188
ORD;BOS;2011;11;173
ORD;DEN;2011;11;191
ORD;DFW;2011;11;211
ORD;DTW;2011;11;145
ORD;EWR;2011;11;263
ORD;IAH;2011;11;277
ORD;LAS;2011;11;196
ORD;LAX;2011;11;231
ORD;LGA;2011;11;179
ORD;MSP;2011;11;130
ORD;PHL;2011;11;215
ORD;PHX;2011;11;235
ORD;SEA;2011;11;260
ORD;SFO;2011;11;273
PHL;ATL;2011;11;192
PHL;BOS;2011;11;234
PHL;DFW;2011;11;258
PHL;MCO;2011;11;154
PHL;ORD;2011;11;213
PHX;DEN;2011;11;132
PHX;ORD;2011;11;236
SEA;DEN;2011;11;172
SEA;LAX;2011;11;172
SEA;ORD;2011;11;259
SEA;SFO;2011;11;163
SFO;ATL;2011;11;289
SFO;BOS;2011;11;332
SFO;DEN;2011;11;192
SFO;DFW;2011;11;229
SFO;EWR;2011;11;409
SFO;JFK;2011;11;358
SFO;LAS;2011;11;130
SFO;LAX;2011;11;120
SFO;ORD;2011;11;272
SFO;SEA;2011;11;164
ATL;BOS;2011;12;208
ATL;CLT;2011;12;147
ATL;DEN;2011;12;172
ATL;DFW;2011;12;230
ATL;DTW;2011;12;204
ATL;EWR;2011;12;245
ATL;LAX;2011;12;260
ATL;LGA;2011;12;186
ATL;MCO;2011;12;151
ATL;MIA;2011;12;167
ATL;MSP;2011;12;228
ATL;ORD;2011;12;189
ATL;PHL;2011;12;192
ATL;SFO;2011;12;289
BOS;ATL;2011;12;209
BOS;EWR;2011;12;168
BOS;LAX;2011;12;288
BOS;LGA;2011;12;237
BOS;ORD;2011;12;172
BOS;PHL;2011;12;233
BOS;SFO;2011;12;329
CLT;ATL;2011;12;145
CLT;LGA;2011;12;151
DEN;ATL;2011;12;170
DEN;DFW;2011;12;149
DEN;LAS;2011;12;124
DEN;LAX;2011;12;163
DEN;MSP;2011;12;139
DEN;ORD;2011;12;191
DEN;PHX;2011;12;133
DEN;SEA;2011;12;172
DEN;SFO;2011;12;190
DFW;ATL;2011;12;230
DFW;BOS;2011;12;243
DFW;DEN;2011;12;150
DFW;LAS;2011;12;183
DFW;LAX;2011;12;219
DFW;LGA;2011;12;344
DFW;ORD;2011;12;213
DFW;PHL;2011;12;259
DFW;SFO;2011;12;228
DTW;ATL;2011;12;203
DTW;LGA;2011;12;196
DTW;ORD;2011;12;146
EWR;ATL;2011;12;244
EWR;BOS;2011;12;168
EWR;LAX;2011;12;373
EWR;MCO;2011;12;174
EWR;ORD;2011;12;258
EWR;SFO;2011;12;408
IAH;LAX;2011;12;304
IAH;ORD;2011;12;277
JFK;LAS;2011;12;280
JFK;LAX;2011;12;347
JFK;MCO;2011;12;160
JFK;MIA;2011;12;186
JFK;SFO;2011;12;359
LAS;DEN;2011;12;127
LAS;DFW;2011;12;187
LAS;JFK;2011;12;288
LAS;LAX;2011;12;110
LAS;ORD;2011;12;200
LAS;SFO;2011;12;136
LAX;ATL;2011;12;260
LAX;BOS;2011;12;293
LAX;DEN;2011;12;163
LAX;DFW;2011;12;220
LAX;EWR;2011;12;379
LAX;IAH;2011;12;309
LAX;JFK;2011;12;348
LAX;LAS;2011;12;105
LAX;ORD;2011;12;232
LAX;SEA;2011;12;173
LAX;SFO;2011;12;120
LGA;ATL;2011;12;187
LGA;BOS;2011;12;237
LGA;CLT;2011;12;151
LGA;DFW;2011;12;342
LGA;DTW;2011;12;198
LGA;MIA;2011;12;187
LGA;ORD;2011;12;179
MCO;ATL;2011;12;153
MCO;EWR;2011;12;176
MCO;PHL;2011;12;155
MIA;ATL;2011;12;168
MIA;JFK;2011;12;191
MIA;LGA;2011;12;189
MSP;ATL;2011;12;230
MSP;DEN;2011;12;140
MSP;ORD;2011;12;130
ORD;ATL;2011;12;188
ORD;BOS;2011;12;173
ORD;DEN;2011;12;191
ORD;DFW;2011;12;211
ORD;DTW;2011;12;145
ORD;EWR;2011;12;263
ORD;IAH;2011;12;277
ORD;LAS;2011;12;196
ORD;LAX;2011;12;231
ORD;LGA;2011;12;179
ORD;MSP;2011;12;130
ORD;PHL;2011;12;215
ORD;PHX;2011;12;235
ORD;SEA;2011;12;260
ORD;SFO;2011;12;273
PHL;ATL;2011;12;192
PHL;BOS;2011;12;234
PHL;DFW;2011;12;258
PHL;MCO;2011;12;154
PHL;ORD;2011;12;213
PHX;DEN;2011;12;132
PHX;ORD;2011;12;236
SEA;DEN;2011;12;172
SEA;LAX;2011;12;172
SEA;ORD;2011;12;259
SEA;SFO;2011;12;163
SFO;ATL;2011;12;289
SFO;BOS;2011;12;332
SFO;DEN;2011;12;192
SFO;DFW;2011;12;229
SFO;EWR;2011;12;409
SFO;JFK;2011;12;358
SFO;LAS;2011;12;130
SFO;LAX;2011;12;120
SFO;ORD;2011;12;272
SFO;SEA;2011;12;164
ATL;BOS;2012;1;172
ATL;CLT;2012;1;172
ATL;DEN;2012;1;172
ATL;DFW;2012;1;172
ATL;DTW;2012;1;172
ATL;EWR;2012;1;172
ATL;LAX;2012;1;172
ATL;LGA;2012;1;172
ATL;MCO;2012;1;172
ATL;MIA;2012;1;172
ATL;MSP;2012;1;172
ATL;ORD;2012;1;172
ATL;PHL;2012;1;172
ATL;SFO;2012;1;172
BOS;ATL;2012;1;172
BOS;EWR;2012;1;172
BOS;LAX;2012;1;172
BOS;LGA;2012;1;172
BOS;ORD;2012;1;172
BOS;PHL;2012;1;172
BOS;SFO;2012;1;172
CLT;ATL;2012;1;172
CLT;LGA;2012;1;172
DEN;ATL;2012;1;172
DEN;DFW;2012;1;172
DEN;LAS;2012;1;172
DEN;LAX;2012;1;172
DEN;MSP;2012;1;172
DEN;ORD;2012;1;172
DEN;PHX;2012;1;172
DEN;SEA;2012;1;172
DEN;SFO;2012;1;172
DFW;ATL;2012;1;172
DFW;BOS;2012;1;172
DFW;DEN;2012;1;172
DFW;LAS;2012;1;172
DFW;LAX;2012;1;172
DFW;LGA;2012;1;172
DFW;ORD;2012;1;172
DFW;PHL;2012;1;172
DFW;SFO;2012;1;172
DTW;ATL;2012;1;172
DTW;LGA;2012;1;172
DTW;ORD;2012;1;172
EWR;ATL;2012;1;172
EWR;BOS;2012;1;172
EWR;LAX;2012;1;172
EWR;MCO;2012;1;172
EWR;ORD;2012;1;172
EWR;SFO;2012;1;172
IAH;LAX;2012;1;172
IAH;ORD;2012;1;172
JFK;LAS;2012;1;172
JFK;LAX;2012;1;172
JFK;MCO;2012;1;172
JFK;MIA;2012;1;172
JFK;SFO;2012;1;172
LAS;DEN;2012;1;172
LAS;DFW;2012;1;172
LAS;JFK;2012;1;172
LAS;LAX;2012;1;172
LAS;ORD;2012;1;172
LAS;SFO;2012;1;172
LAX;ATL;2012;1;172
LAX;BOS;2012;1;172
LAX;DEN;2012;1;172
LAX;DFW;2012;1;172
LAX;EWR;2012;1;172
LAX;IAH;2012;1;172
LAX;JFK;2012;1;172
LAX;LAS;2012;1;172
LAX;ORD;2012;1;172
LAX;SEA;2012;1;172
LAX;SFO;2012;1;172
LGA;ATL;2012;1;172
LGA;BOS;2012;1;172
LGA;CLT;2012;1;172
LGA;DFW;2012;1;172
LGA;DTW;2012;1;172
LGA;MIA;2012;1;172
LGA;ORD;2012;1;172
MCO;ATL;2012;1;172
MCO;EWR;2012;1;172
MCO;PHL;2012;1;172
MIA;ATL;2012;1;172
MIA;JFK;2012;1;172
MIA;LGA;2012;1;172
MSP;ATL;2012;1;172
MSP;DEN;2012;1;172
MSP;ORD;2012;1;172
ORD;ATL;2012;1;172
ORD;BOS;2012;1;172
ORD;DEN;2012;1;172
ORD;DFW;2012;1;172
ORD;DTW;2012;1;172
ORD;EWR;2012;1;172
ORD;IAH;2012;1;172
ORD;LAS;2012;1;172
ORD;LAX;2012;1;172
ORD;LGA;2012;1;172
ORD;MSP;2012;1;172
ORD;PHL;2012;1;172
ORD;PHX;2012;1;172
ORD;SEA;2012;1;172
ORD;SFO;2012;1;172
PHL;ATL;2012;1;172
PHL;BOS;2012;1;172
PHL;DFW;2012;1;172
PHL;MCO;2012;1;172
PHL;ORD;2012;1;172
PHX;DEN;2012;1;172
PHX;ORD;2012;1;172
SEA;DEN;2012;1;172
SEA;LAX;2012;1;172
SEA;ORD;2012;1;172
SEA;SFO;2012;1;172
SFO;ATL;2012;1;172
SFO;BOS;2012;1;172
SFO;DEN;2012;1;172
SFO;DFW;2012;1;172
SFO;EWR;2012;1;172
SFO;JFK;2012;1;172
SFO;LAS;2012;1;172
SFO;LAX;2012;1;172
SFO;ORD;2012;1;172
SFO;SEA;2012;1;172
ATL;BOS;2012;2;172
ATL;CLT;2012;2;172
ATL;DEN;2012;2;172
ATL;DFW;2012;2;172
ATL;DTW;2012;2;172
ATL;EWR;2012;2;172
ATL;LAX;2012;2;172
ATL;LGA;2012;2;172
ATL;MCO;2012;2;172
ATL;MIA;2012;2;172
ATL;MSP;2012;2;172
ATL;ORD;2012;2;172
ATL;PHL;2012;2;172
ATL;SFO;2012;2;172
BOS;ATL;2012;2;172
BOS;EWR;2012;2;172
BOS;LAX;2012;2;172
BOS;LGA;2012;2;172
BOS;ORD;2012;2;172
BOS;PHL;2012;2;172
BOS;SFO;2012;2;172
CLT;ATL;2012;2;172
CLT;LGA;2012;2;172
DEN;ATL;2012;2;172
DEN;DFW;2012;2;172
DEN;LAS;2012;2;172
DEN;LAX;2012;2;172
DEN;MSP;2012;2;172
DEN;ORD;2012;2;172
DEN;PHX;2012;2;172
DEN;SEA;2012;2;172
DEN;SFO;2012;2;172
DFW;ATL;2012;2;172
DFW;BOS;2012;2;172
DFW;DEN;2012;2;172
DFW;LAS;2012;2;172
DFW;LAX;2012;2;172
DFW;LGA;2012;2;172
DFW;ORD;2012;2;172
DFW;PHL;2012;2;172
DFW;SFO;2012;2;172
DTW;ATL;2012;2;172
DTW;LGA;2012;2;172
DTW;ORD;2012;2;172
EWR;ATL;2012;2;172
EWR;BOS;2012;2;172
EWR;LAX;2012;2;172
EWR;MCO;2012;2;172
EWR;ORD;2012;2;172
EWR;SFO;2012;2;172
IAH;LAX;2012;2;172
IAH;ORD;2012;2;172
JFK;LAS;2012;2;172
JFK;LAX;2012;2;172
JFK;MCO;2012;2;172
JFK;MIA;2012;2;172
JFK;SFO;2012;2;172
LAS;DEN;2012;2;172
LAS;DFW;2012;2;172
LAS;JFK;2012;2;172
LAS;LAX;2012;2;172
LAS;ORD;2012;2;172
LAS;SFO;2012;2;172
LAX;ATL;2012;2;172
LAX;BOS;2012;2;172
LAX;DEN;2012;2;172
LAX;DFW;2012;2;172
LAX;EWR;2012;2;172
LAX;IAH;2012;2;172
LAX;JFK;2012;2;172
LAX;LAS;2012;2;172
LAX;ORD;2012;2;172
LAX;SEA;2012;2;172
LAX;SFO;2012;2;172
LGA;ATL;2012;2;172
LGA;BOS;2012;2;172
LGA;CLT;2012;2;172
LGA;DFW;2012;2;172
LGA;DTW;2012;2;172
LGA;MIA;2012;2;172
LGA;ORD;2012;2;172
MCO;ATL;2012;2;172
MCO;EWR;2012;2;172
MCO;PHL;2012;2;172
MIA;ATL;2012;2;172
MIA;JFK;2012;2;172
MIA;LGA;2012;2;172
MSP;ATL;2012;2;172
MSP;DEN;2012;2;172
MSP;ORD;2012;2;172
ORD;ATL;2012;2;172
ORD;BOS;2012;2;172
ORD;DEN;2012;2;172
ORD;DFW;2012;2;172
ORD;DTW;2012;2;172
ORD;EWR;2012;2;172
ORD;IAH;2012;2;172
ORD;LAS;2012;2;172
ORD;LAX;2012;2;172
ORD;LGA;2012;2;172
ORD;MSP;2012;2;172
ORD;PHL;2012;2;172
ORD;PHX;2012;2;172
ORD;SEA;2012;2;172
ORD;SFO;2012;2;172
PHL;ATL;2012;2;172
PHL;BOS;2012;2;172
PHL;DFW;2012;2;172
PHL;MCO;2012;2;172
PHL;ORD;2012;2;172
PHX;DEN;2012;2;172
PHX;ORD;2012;2;172
SEA;DEN;2012;2;172
SEA;LAX;2012;2;172
SEA;ORD;2012;2;172
SEA;SFO;2012;2;172
SFO;ATL;2012;2;172
SFO;BOS;2012;2;172
SFO;DEN;2012;2;172
SFO;DFW;2012;2;172
SFO;EWR;2012;2;172
SFO;JFK;2012;2;172
SFO;LAS;2012;2;172
SFO;LAX;2012;2;172
SFO;ORD;2012;2;172
SFO;SEA;2012;2;172
ATL;BOS;2012;3;172
ATL;CLT;2012;3;172
ATL;DEN;2012;3;172
ATL;DFW;2012;3;172
ATL;DTW;2012;3;172
ATL;EWR;2012;3;172
ATL;LAX;2012;3;172
ATL;LGA;2012;3;172
ATL;MCO;2012;3;172
ATL;MIA;2012;3;172
ATL;MSP;2012;3;172
ATL;ORD;2012;3;172
ATL;PHL;2012;3;172
ATL;SFO;2012;3;172
BOS;ATL;2012;3;172
BOS;EWR;2012;3;172
BOS;LAX;2012;3;172
BOS;LGA;2012;3;172
BOS;ORD;2012;3;172
BOS;PHL;2012;3;172
BOS;SFO;2012;3;172
CLT;ATL;2012;3;172
CLT;LGA;2012;3;172
DEN;ATL;2012;3;172
DEN;DFW;2012;3;172
DEN;LAS;2012;3;172
DEN;LAX;2012;3;172
DEN;MSP;2012;3;172
DEN;ORD;2012;3;172
DEN;PHX;2012;3;172
DEN;SEA;2012;3;172
DEN;SFO;2012;3;172
DFW;ATL;2012;3;172
